Crypt_size_1	Crypt_size_2	Crypt_size_3	Crypt_size_4	Crypt_size_5	Crypt_size_6	Crypt_size_7	Crypt_size_8	Crypt_size_9	Crypt_size_10	Crypt_size_11	Crypt_size_12	Crypt_size_13	Crypt_size_14	Crypt_size_15	Crypt_size_16	Crypt_size_17	Crypt_size_18	Crypt_size_19	Crypt_size_20
0	1	5	14	9	16	27	60	87	57	177	113	597	648	153	369	820	1148	1364	2610
0	1	5	6	9	13	40	47	210	751	84	271	209	224	768	823	656	711	1087	589
0	1	2	5	16	18	21	232	116	103	264	176	216	401	301	225	1705	1192	2389	583
0	1	2	8	8	24	38	85	91	290	162	99	490	562	732	545	1029	1002	1068	2219
0	1	5	19	9	39	23	41	58	132	137	197	410	204	282	867	211	1127	1624	662
0	1	4	4	20	25	28	76	187	224	414	877	268	661	280	362	374	370	499	1524
0	1	2	3	21	19	40	50	47	276	340	766	140	525	1574	914	351	1014	1302	688
0	1	5	8	14	27	53	71	63	107	192	175	322	1809	160	372	2088	667	835	1753
0	1	6	29	15	39	53	97	77	77	151	242	154	1158	344	292	612	900	442	445
0	1	8	7	45	84	68	62	61	305	182	606	226	465	732	932	1405	1120	2372	5038
0	1	2	9	7	19	24	259	109	125	93	249	568	237	632	295	677	797	1104	612
0	1	2	10	6	57	29	156	94	239	186	163	139	964	572	504	842	638	1048	715
0	1	2	11	11	16	53	109	155	368	140	194	165	210	213	819	369	892	1206	1184
0	1	2	21	6	19	65	33	48	442	105	305	791	198	305	857	459	2390	947	1026
0	1	2	9	20	20	25	180	318	133	76	106	309	233	530	251	395	1565	612	931
0	1	4	15	46	100	74	112	52	72	247	153	191	490	548	627	721	312	1182	325
0	1	5	11	8	50	30	94	337	187	278	527	575	150	525	1245	826	1119	1892	309
0	1	3	4	25	21	74	74	61	60	655	261	368	327	751	601	881	2090	1618	691
0	1	3	5	31	50	43	107	76	131	458	279	119	450	894	274	1606	883	1043	536
0	1	3	13	40	39	50	92	24	54	487	114	298	1352	2794	1822	1723	792	1934	785
0	1	3	6	40	23	70	192	30	158	154	148	233	244	303	408	344	1775	678	1945
0	1	8	5	21	71	68	98	149	128	112	80	236	859	1020	178	1125	1122	2494	713
0	1	2	12	7	17	49	57	204	85	80	346	219	510	513	1450	462	834	642	1303
0	1	3	7	52	11	51	79	88	149	56	168	168	597	464	348	907	2326	727	856
0	1	7	10	25	43	35	67	88	30	313	152	201	1138	199	220	512	2203	331	1788
0	1	3	4	8	17	39	68	170	108	295	680	380	566	1356	453	546	246	1009	276
0	1	3	5	8	18	73	144	65	262	151	412	116	270	465	439	334	514	1165	2154
0	1	2	10	21	47	66	39	438	61	190	88	376	480	308	996	820	435	2406	887
0	1	10	8	35	25	98	120	200	228	146	117	1199	735	920	441	491	536	1176	2135
